,Time,Number_of_Casualties,Day_of_Week,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,Junction_Detail,Number_of_Vehicles,Accident_Severity,Road_Surface_Condition
4666,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Lluvioso, con vientos fuertes",2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
4667,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4668,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,Rotonda,1,Leve,Seca
4669,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4670,Noche,1,Día laboral,Calzada,20.0,Diurna,"Bien, con vientos suaves",2,Rural,Si,T,1,Leve,Húmeda
4671,Mañana,2,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,T,1,Serio,Seca
4672,Mañana,1,Día laboral,Calzada,30.0,Diurna,Lluvioso,2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
4673,Mañana,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,No,No_hay_cruce,1,Fatal,Seca
4674,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4675,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,Minirotonda,1,Leve,Húmeda
4676,Mañana,1,Fin de semana,Rotonda,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,Rotonda,1,Leve,Seca
4677,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Rural,Si,T,1,Leve,Húmeda
4678,Mañana,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",4,Rural,Si,No_hay_cruce,1,Serio,Hielo
4679,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4680,Noche,1,Día laboral,1SoloSentido,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4681,Tarde,1,Día laboral,Rotonda,40.0,Oscuridad_Iluminacion_Desconocida,"Bien, con vientos suaves",1,Rural,Si,Rotonda,1,Leve,Seca
4682,Tarde,1,Día laboral,Calzada,20.0,Oscuridad_Iluminacion_Desconocida,"Bien, con vientos suaves",1,Urbano,Si,Otros,1,Leve,Seca
4683,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Iluminacion_Desconocida,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4684,Mañana,1,Día laboral,1SoloSentido,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,Encrucijada,1,Leve,Seca
4685,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,Lluvioso,2,Urbano,Si,No_hay_cruce,1,Serio,Húmeda
4686,Tarde,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
4687,Tarde,1,Día laboral,Calzada,40.0,Diurna,Lluvioso,2,Urbano,No,Otros,1,Leve,Húmeda
4688,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4689,Noche,1,Fin de semana,Calzada,50.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
4690,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4691,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
4692,Mañana,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4693,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,T,1,Leve,Húmeda
4694,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4695,Tarde,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Serio,Seca
4696,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Serio,Seca
4697,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Serio,Seca
4698,Tarde,1,Día laboral,Calzada,30.0,Diurna,Desconocido,1,Urbano,No,No_hay_cruce,1,Serio,Seca
4699,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Serio,Seca
4700,Tarde,1,Día laboral,Calzada,60.0,Diurna,Otro,2,Rural,No,No_hay_cruce,1,Leve,Húmeda
4701,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
4702,Tarde,1,Día laboral,1SoloSentido,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4703,Tarde,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4704,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
4705,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,No,No_hay_cruce,1,Serio,Húmeda
4706,Mañana,1,Día laboral,Calzada,50.0,Diurna,"Bien, con vientos suaves",4,Rural,Si,T,1,Serio,Hielo
4707,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Lluvioso, con vientos fuertes",2,Rural,Si,T,1,Serio,Húmeda
4708,Mañana,1,Día laboral,Calzada,20.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,Minirotonda,1,Leve,Húmeda
4709,Tarde,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
4710,Mañana,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",4,Urbano,No,T,1,Serio,Hielo
4711,Noche,2,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,Lluvioso,2,Urbano,Si,No_hay_cruce,1,Serio,Húmeda
4712,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,No,T,1,Leve,Seca
4713,Tarde,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4714,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4715,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",2,Urbano,No,No_hay_cruce,1,Serio,Húmeda
4716,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
4717,Noche,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
4718,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
4719,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4720,Noche,1,Día laboral,Calzada,20.0,Oscuridad_Luces_Encendidas,Lluvioso,2,Urbano,Si,T,1,Leve,Húmeda
4721,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,Encrucijada,1,Serio,Húmeda
4722,Tarde,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4723,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4724,Noche,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4725,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4726,Mañana,1,Fin de semana,Rotonda,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Minirotonda,1,Leve,Seca
4727,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,T,1,Leve,Seca
4728,Tarde,1,Día laboral,Calzada,60.0,Oscuridad_Sin_Iluminacion,"Bien, con vientos suaves",2,Rural,Si,Encrucijada,1,Leve,Húmeda
4729,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4730,Mañana,1,Día laboral,Rotonda,40.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,Rotonda,1,Leve,Seca
4731,Mañana,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
4732,Mañana,1,Día laboral,Calzada,30.0,Diurna,Lluvioso,2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
4733,Mañana,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4734,Tarde,2,Fin de semana,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,T,1,Leve,Seca
4735,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4736,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Fatal,Seca
4737,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",2,Urbano,Si,T,1,Leve,Húmeda
4738,Mañana,1,Día laboral,Calzada,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
4739,Mañana,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",2,Urbano,Si,T,1,Fatal,Húmeda
4740,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4741,Mañana,1,Día laboral,Autovia,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Serio,Seca
4742,Tarde,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4743,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Sin_Iluminacion,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4744,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,T,1,Serio,Seca
4745,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
4746,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4747,Noche,1,Día laboral,Desconocida,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4748,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4749,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Sin_Iluminacion,"Bien, con vientos suaves",1,Rural,Si,T,1,Serio,Seca
4750,Noche,1,Día laboral,Desconocida,20.0,Oscuridad_Iluminacion_Desconocida,Desconocido,1,Urbano,No,No_hay_cruce,1,Leve,Seca
4751,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Rural,Si,T,1,Leve,Húmeda
4752,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",2,Rural,Si,No_hay_cruce,1,Serio,Húmeda
4753,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4754,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Fatal,Seca
4755,Noche,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
4756,Noche,1,Día laboral,Calzada,50.0,Oscuridad_Sin_Iluminacion,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
4757,Tarde,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4758,Mañana,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4759,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
4760,Tarde,1,Día laboral,Calzada,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
4761,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4762,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Rotonda,1,Leve,Seca
4763,Noche,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
4764,Noche,2,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4765,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4766,Tarde,1,Día laboral,Calzada,30.0,Diurna,Otro,1,Urbano,Si,T,1,Leve,Seca
4767,Tarde,1,Día laboral,Desconocida,30.0,Oscuridad_Iluminacion_Desconocida,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
4768,Tarde,2,Día laboral,Calzada,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
4769,Mañana,1,Día laboral,Rotonda,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,Rotonda,1,Serio,Húmeda
4770,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,Encrucijada,1,Serio,Seca
4771,Mañana,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4772,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4773,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4774,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4775,Mañana,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos fuertes",2,Rural,Si,No_hay_cruce,1,Serio,Húmeda
4776,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4777,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4778,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Rotonda,1,Leve,Seca
4779,Tarde,2,Día laboral,Calzada,30.0,Oscuridad_Iluminacion_Desconocida,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
4780,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
4781,Mañana,1,Día laboral,Calzada,30.0,Oscuridad_Iluminacion_Desconocida,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4782,Mañana,1,Día laboral,Calzada,30.0,Diurna,Otro,4,Rural,Si,No_hay_cruce,1,Leve,Hielo
4783,Tarde,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",2,Rural,Si,T,1,Serio,Húmeda
4784,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,T,1,Leve,Húmeda
4785,Tarde,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,Lluvioso,2,Urbano,Si,No_hay_cruce,1,Serio,Húmeda
4786,Mañana,1,Día laboral,Calzada,50.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
4787,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4788,Noche,1,Día laboral,Desconocida,40.0,Oscuridad_Luces_Encendidas,Otro,2,Urbano,Si,No_hay_cruce,1,Serio,Húmeda
4789,Mañana,1,Día laboral,1SoloSentido,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Otros,1,Leve,Seca
4790,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4791,Mañana,1,Fin de semana,Autovia,70.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
4792,Noche,1,Fin de semana,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,Encrucijada,1,Leve,Seca
4793,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4794,Tarde,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4795,Noche,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",2,Rural,Si,T,1,Leve,Húmeda
4796,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
4797,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,No,Rotonda,1,Serio,Seca
4798,Mañana,1,Fin de semana,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
4799,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4800,Mañana,2,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
4801,Tarde,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
4802,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4803,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4804,Mañana,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4805,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4806,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
4807,Mañana,1,Día laboral,Desconocida,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
4808,Mañana,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4809,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4810,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Rural,Si,No_hay_cruce,1,Leve,Húmeda
4811,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4812,Mañana,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",2,Rural,Si,Otros,1,Serio,Húmeda
4813,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,T,1,Leve,Seca
4814,Mañana,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Serio,Seca
4815,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4816,Noche,1,Día laboral,Calzada,50.0,Oscuridad_Sin_Iluminacion,"Bien, con vientos suaves",2,Rural,Si,No_hay_cruce,1,Serio,Húmeda
4817,Tarde,1,Día laboral,Desconocida,30.0,Diurna,Lluvioso,2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
4818,Mañana,1,Fin de semana,Calzada,60.0,Diurna,Lluvioso,2,Rural,Si,No_hay_cruce,1,Serio,Húmeda
4819,Noche,1,Fin de semana,1SoloSentido,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
4820,Mañana,1,Día laboral,1SoloSentido,30.0,Diurna,Lluvioso,2,Urbano,Si,No_hay_cruce,1,Serio,Húmeda
4821,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",2,Urbano,Si,No_hay_cruce,1,Serio,Húmeda
4822,Noche,1,Fin de semana,Calzada,40.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
4823,Mañana,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",4,Rural,Si,No_hay_cruce,1,Leve,Hielo
4824,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,No,No_hay_cruce,1,Serio,Seca
4825,Mañana,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,No,No_hay_cruce,1,Leve,Seca
4826,Tarde,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",2,Urbano,No,Encrucijada,1,Leve,Húmeda
4827,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
4828,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",2,Urbano,No,No_hay_cruce,1,Leve,Húmeda
4829,Mañana,1,Día laboral,Circunvalacion,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Minirotonda,1,Leve,Seca
4830,Tarde,1,Día laboral,Desconocida,30.0,Oscuridad_Luces_Apagadas,"Bien, con vientos suaves",2,Rural,Si,No_hay_cruce,1,Serio,Húmeda
4831,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4832,Noche,1,Día laboral,Desconocida,30.0,Oscuridad_Sin_Iluminacion,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
4833,Tarde,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,T,1,Leve,Seca
4834,Noche,1,Día laboral,Calzada,40.0,Oscuridad_Sin_Iluminacion,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
4835,Tarde,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
4836,Mañana,1,Fin de semana,Autovia,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,No,Otros,1,Leve,Húmeda
4837,Mañana,1,Día laboral,Rotonda,50.0,Diurna,"Bien, con vientos suaves",1,Rural,No,No_hay_cruce,1,Leve,Seca
4838,Tarde,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,No,No_hay_cruce,1,Serio,Seca
4839,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
4840,Noche,1,Día laboral,Rotonda,30.0,Oscuridad_Sin_Iluminacion,Lluvioso,2,Rural,Si,Rotonda,1,Serio,Húmeda
4841,Mañana,1,Día laboral,Desconocida,30.0,Diurna,"Bien, con vientos suaves",1,Rural,No,No_hay_cruce,1,Leve,Seca
4842,Tarde,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
4843,Mañana,1,Día laboral,Desconocida,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
4844,Noche,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Rural,No,No_hay_cruce,1,Serio,Seca
4845,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4846,Noche,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Rural,No,No_hay_cruce,1,Leve,Seca
4847,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4848,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
4849,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,No,No_hay_cruce,1,Leve,Seca
4850,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Serio,Seca
4851,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Serio,Seca
4852,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Rotonda,1,Leve,Seca
4853,Noche,1,Día laboral,1SoloSentido,30.0,Oscuridad_Iluminacion_Desconocida,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
4854,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Rural,No,T,1,Leve,Húmeda
4855,Tarde,1,Día laboral,Calzada,30.0,Diurna,Desconocido,1,Urbano,Si,No_hay_cruce,1,Serio,Seca
4856,Tarde,1,Fin de semana,Calzada,40.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,No_hay_cruce,1,Serio,Húmeda
